disaster_type,severity_score,affected_population,country,gdp_per_capita,infrastructure_density,casualties,economic_damage_million_usd
volcano,0.769,50053,Japan,40000,0.257,63,1.39
tsunami,0.389,155920,China,12500,0.714,77,1.42
tsunami,0.6,2648,USA,63000,0.3,1,0.05
flood,0.858,141831,Nepal,1200,0.191,1325,0.08
hurricane,0.671,21417,Mexico,10000,0.448,84,0.04
volcano,0.104,17133,Japan,40000,0.884,1,0.13
flood,0.104,23657,China,12500,0.728,5,0.02
landslide,0.891,37090,Turkey,9600,0.333,156,0.57
volcano,0.741,9104,Japan,40000,0.482,53,0.33
volcano,0.194,21073,Nigeria,2100,0.705,9,0.01
tsunami,0.68,54847,Indonesia,4300,0.319,283,0.11
wildfire,0.916,24771,Australia,55000,0.43,61,0.87
tsunami,0.061,25936,India,2100,0.488,24,0.0
wildfire,0.057,13966,Turkey,9600,0.575,1,0.01
landslide,0.804,13947,Turkey,9600,0.912,65,0.14
tornado,0.987,33320,Haiti,1400,0.376,180,0.11
wildfire,0.258,12847,Pakistan,1500,0.915,6,0.01
earthquake,0.715,64857,Nigeria,2100,0.104,660,0.05
tornado,0.43,12788,Nigeria,2100,0.633,24,0.01
hurricane,0.239,8649,Haiti,1400,0.601,6,0.01
tsunami,0.43,47806,Chile,15000,0.113,169,0.15
drought,0.255,39353,USA,63000,0.455,22,0.72
wildfire,0.52,133418,Chile,15000,0.746,421,1.81
drought,0.035,7541,Haiti,1400,0.402,2,0.0
tsunami,0.743,25591,Nepal,1200,0.146,110,0.04
drought,0.114,83564,Nepal,1200,0.901,21,0.02
tsunami,0.21,52591,USA,63000,0.557,12,0.9
wildfire,0.102,141097,USA,63000,0.437,38,2.03
drought,0.493,2720,Pakistan,1500,0.802,6,0.0
tornado,0.836,50041,Pakistan,1500,0.103,354,0.08
flood,0.181,2652,USA,63000,0.364,0,0.04
earthquake,0.072,7598,Bangladesh,2500,0.582,2,0.0
tornado,0.887,28604,Philippines,3500,0.738,112,0.28
tornado,0.535,45093,Turkey,9600,0.558,30,0.32
tsunami,0.491,32254,USA,63000,0.767,30,1.97
drought,0.756,3812,Australia,55000,0.842,1,0.18
landslide,0.013,31672,China,12500,0.4,2,0.0
drought,0.893,7963,Nigeria,2100,0.327,35,0.01
flood,0.144,11434,Turkey,9600,0.602,3,0.02
volcano,0.455,12873,Mexico,10000,0.759,36,0.06
landslide,0.794,152153,Nepal,1200,0.268,237,0.14
flood,0.142,2622,Chile,15000,0.461,0,0.01
wildfire,0.62,24449,USA,63000,0.889,17,1.31
earthquake,0.418,5654,Chile,15000,0.703,10,0.15
landslide,0.232,11297,Mexico,10000,0.918,6,0.03
drought,0.28,99911,USA,63000,0.275,58,1.12
tsunami,0.518,15481,Brazil,8700,0.515,32,0.04
tornado,0.09,20465,Chile,15000,0.478,12,0.02
hurricane,0.308,36133,Pakistan,1500,0.907,57,0.03
tornado,0.355,6977,Australia,55000,0.921,1,0.23
landslide,0.33,17252,India,2100,0.266,26,0.01
volcano,0.737,26969,USA,63000,0.678,80,0.57
tsunami,0.988,32008,Indonesia,4300,0.673,203,0.28
earthquake,0.401,5740,Brazil,8700,0.96,8,0.05
wildfire,0.325,43232,Brazil,8700,0.117,66,0.08
hurricane,0.391,8615,Philippines,3500,0.859,6,0.02
tornado,0.612,48752,USA,63000,0.107,81,1.09
landslide,0.033,82832,Bangladesh,2500,0.223,16,0.01
flood,0.599,92544,Nigeria,2100,0.995,227,0.12
hurricane,0.938,70488,Nepal,1200,0.264,524,0.05
wildfire,0.173,44299,USA,63000,0.265,18,0.31
tsunami,0.277,7620,Pakistan,1500,0.966,1,0.0
flood,0.35,42009,Nepal,1200,0.305,60,0.01
volcano,0.889,75673,Chile,15000,0.588,290,0.75
volcano,0.681,34065,Nigeria,2100,0.719,87,0.03
earthquake,0.537,15631,Nigeria,2100,0.885,45,0.02
drought,0.777,34740,Nepal,1200,0.768,46,0.04
volcano,0.773,3321,Haiti,1400,0.971,5,0.0
hurricane,0.714,18100,Pakistan,1500,0.596,197,0.02
tsunami,0.009,66554,Mexico,10000,0.677,1,0.0
volcano,0.602,671,China,12500,0.277,2,0.0
drought,0.675,7576,Nigeria,2100,0.119,50,0.02
flood,0.05,178748,Haiti,1400,0.874,38,0.01
tsunami,0.242,25437,Brazil,8700,0.442,33,0.05
tornado,0.862,52599,Brazil,8700,0.167,655,0.25
hurricane,0.862,109998,Brazil,8700,0.54,1434,0.57
tsunami,0.076,86862,Pakistan,1500,0.14,31,0.01
wildfire,0.197,23872,Pakistan,1500,0.166,16,0.01
drought,0.496,3755,Brazil,8700,0.605,7,0.05
drought,0.78,60205,Nigeria,2100,0.375,195,0.06
flood,0.461,5359,Nigeria,2100,0.945,6,0.01
tornado,0.474,46481,Philippines,3500,0.439,129,0.08
hurricane,0.463,16915,Japan,40000,0.46,31,0.34
tsunami,0.845,3037,India,2100,0.433,10,0.01
tornado,0.79,16853,Brazil,8700,0.117,35,0.08
flood,0.906,2575,Japan,40000,0.884,4,0.08
drought,0.693,173324,USA,63000,0.889,265,17.71
hurricane,0.275,129702,Haiti,1400,0.856,433,0.1
volcano,0.637,66668,USA,63000,0.261,71,3.59
drought,0.236,29133,Nigeria,2100,0.959,28,0.01
wildfire,0.985,10635,Philippines,3500,0.961,36,0.06
tsunami,0.643,116268,Turkey,9600,0.11,621,0.74
landslide,0.174,698,USA,63000,0.14,0,0.01
wildfire,0.926,4115,Pakistan,1500,0.784,7,0.01
tsunami,0.626,68546,USA,63000,0.594,33,3.12
volcano,0.646,128011,Bangladesh,2500,0.152,480,0.21
earthquake,0.343,36881,USA,63000,0.204,19,0.57
hurricane,0.1,113418,Philippines,3500,0.722,74,0.04
tornado,0.874,3266,Bangladesh,2500,0.245,9,0.01
flood,0.292,10189,Brazil,8700,0.22,9,0.01
earthquake,0.035,78891,Pakistan,1500,0.999,12,0.01
volcano,0.47,25928,Philippines,3500,0.653,113,0.04
hurricane,0.753,15847,Philippines,3500,0.468,52,0.02
volcano,0.474,6699,Brazil,8700,0.907,9,0.05
tsunami,0.882,23619,Haiti,1400,0.331,142,0.04
landslide,0.159,258513,Bangladesh,2500,0.529,141,0.07
drought,0.242,16542,Nigeria,2100,0.373,10,0.01
wildfire,0.474,43835,Philippines,3500,0.893,101,0.25
earthquake,0.944,12443,Pakistan,1500,0.48,56,0.01
drought,0.815,138118,Mexico,10000,0.842,351,1.37
hurricane,0.263,40020,Haiti,1400,0.742,76,0.02
tsunami,0.611,102610,Bangladesh,2500,0.954,211,0.54
tsunami,0.956,149711,USA,63000,0.625,289,21.07
flood,0.868,18058,Nepal,1200,0.233,65,0.01
drought,0.362,36309,Haiti,1400,0.63,49,0.03
drought,0.269,28671,Chile,15000,0.637,34,0.14
drought,0.489,97452,Indonesia,4300,0.384,235,0.32
hurricane,0.329,24698,Philippines,3500,0.635,41,0.2
landslide,0.44,23574,India,2100,0.241,49,0.01
flood,0.467,36395,Australia,55000,0.837,40,1.35
volcano,0.198,153391,Japan,40000,0.443,169,1.06
tsunami,0.152,20362,Bangladesh,2500,0.658,7,0.0
volcano,0.491,95985,Australia,55000,0.694,159,5.68
hurricane,0.452,123749,Turkey,9600,0.554,121,0.57
drought,0.845,5223,Nepal,1200,0.138,41,0.0
volcano,0.046,2548,Indonesia,4300,0.611,0,0.0
earthquake,0.502,88266,Australia,55000,0.572,69,5.08
landslide,0.769,140911,Philippines,3500,0.922,260,0.31
tornado,0.495,8651,China,12500,0.577,19,0.03
tsunami,0.965,11760,Chile,15000,0.54,32,0.12
tornado,0.088,97044,Chile,15000,0.499,44,0.3
earthquake,0.596,59542,Japan,40000,0.26,104,1.35
volcano,0.137,68331,China,12500,0.528,61,0.15
tsunami,0.873,115261,Nepal,1200,0.971,418,0.18
landslide,0.238,81219,India,2100,0.271,126,0.01
hurricane,0.239,169195,Mexico,10000,0.397,151,0.29
wildfire,0.528,22538,China,12500,0.502,73,0.07
flood,0.907,28445,Philippines,3500,0.487,129,0.3
flood,0.3,20838,Japan,40000,0.952,22,0.74
tornado,0.966,12972,Australia,55000,0.863,46,2.25
wildfire,0.78,190574,Haiti,1400,0.281,1213,0.22
tsunami,0.033,9540,Indonesia,4300,0.185,0,0.0
wildfire,0.45,13664,Philippines,3500,0.651,20,0.01
earthquake,0.865,14134,Nepal,1200,0.728,56,0.02
landslide,0.759,23433,Turkey,9600,0.884,30,0.2
landslide,0.715,29449,Bangladesh,2500,0.2,49,0.03
wildfire,0.293,12226,Australia,55000,0.3,9,0.13
flood,0.966,32094,Nigeria,2100,0.991,154,0.07
tsunami,0.724,68734,Chile,15000,0.402,317,0.57
tsunami,0.999,74481,Australia,55000,0.731,181,3.68
landslide,0.668,81329,China,12500,0.678,169,1.1
wildfire,0.504,113991,Brazil,8700,0.213,448,0.3
tsunami,0.133,30401,Brazil,8700,0.5,22,0.04
earthquake,0.564,107137,China,12500,0.198,386,0.85
volcano,0.765,24286,USA,63000,0.556,22,2.08
tsunami,0.968,88689,Nigeria,2100,0.891,746,0.29
landslide,0.807,33271,Chile,15000,0.664,137,0.76
landslide,0.971,143736,USA,63000,0.495,305,16.43
drought,0.613,20192,Haiti,1400,0.267,84,0.02
tsunami,0.553,37791,Turkey,9600,0.213,124,0.04
tornado,0.27,29996,Australia,55000,0.654,9,0.3
volcano,0.342,8280,China,12500,0.567,5,0.02
tornado,0.446,11788,Chile,15000,0.663,39,0.08
tsunami,0.651,122940,Bangladesh,2500,0.428,835,0.15
tornado,0.994,26396,Bangladesh,2500,0.273,282,0.03
drought,0.35,22412,Brazil,8700,0.108,54,0.05
earthquake,0.781,89910,Bangladesh,2500,0.607,395,0.09
hurricane,0.416,16531,India,2100,0.729,54,0.03
flood,0.223,43225,Japan,40000,0.324,28,0.67
flood,0.372,118763,Bangladesh,2500,0.971,99,0.09
tsunami,0.45,18689,Haiti,1400,0.881,48,0.01
flood,0.251,167952,Chile,15000,0.592,74,0.45
hurricane,0.512,1147,Pakistan,1500,0.159,3,0.0
volcano,0.006,37427,India,2100,0.258,1,0.0
wildfire,0.639,37877,Turkey,9600,0.661,141,0.3
earthquake,0.443,112841,Bangladesh,2500,0.964,123,0.25
volcano,0.664,1092,Haiti,1400,0.373,4,0.0
tsunami,0.097,3162,Turkey,9600,0.356,0,0.0
flood,0.106,8414,Chile,15000,0.64,2,0.02
hurricane,0.237,47877,Nepal,1200,0.561,104,0.02
volcano,0.304,15391,Mexico,10000,0.584,24,0.05
volcano,0.405,13779,Bangladesh,2500,0.373,59,0.02
drought,0.377,7852,USA,63000,0.412,2,0.15
tsunami,0.052,306,Australia,55000,0.278,0,0.0
landslide,0.955,9614,China,12500,0.431,68,0.12
tornado,0.766,29875,Turkey,9600,0.122,277,0.06
tornado,0.087,4054,Brazil,8700,0.494,0,0.01
drought,0.261,105258,India,2100,0.82,114,0.05
wildfire,0.263,18246,Nepal,1200,0.235,27,0.0
wildfire,0.104,47644,Nepal,1200,0.464,27,0.02
tornado,0.567,21683,Mexico,10000,0.229,113,0.06
earthquake,0.114,55432,Chile,15000,0.179,47,0.07
hurricane,0.818,22317,India,2100,0.566,35,0.1
landslide,0.267,102681,Brazil,8700,0.833,71,0.67
volcano,0.24,16239,Indonesia,4300,0.658,15,0.02
drought,0.245,39983,Nepal,1200,0.286,79,0.01
wildfire,0.887,75127,Australia,55000,0.593,128,4.37
tsunami,0.262,74937,Indonesia,4300,0.56,39,0.08
wildfire,0.637,119140,Chile,15000,0.231,545,0.84
drought,0.982,52781,Haiti,1400,0.755,399,0.37
hurricane,0.515,5652,Pakistan,1500,0.67,11,0.01
volcano,0.822,83445,Haiti,1400,0.45,1717,0.06
wildfire,0.916,897,Indonesia,4300,0.407,3,0.0
drought,0.045,52386,Brazil,8700,0.699,6,0.02
flood,0.368,28255,Nigeria,2100,0.776,27,0.01
volcano,0.24,36743,Philippines,3500,0.216,43,0.07
tsunami,0.986,23210,Australia,55000,0.654,86,0.91
volcano,0.352,51897,Pakistan,1500,0.405,91,0.04
earthquake,0.244,1035,Haiti,1400,0.622,2,0.0
wildfire,0.397,14294,Nepal,1200,0.251,21,0.0
tsunami,0.482,112411,China,12500,0.177,279,0.5
tsunami,0.407,154022,Nigeria,2100,0.206,342,0.07
wildfire,0.059,3833,Indonesia,4300,0.587,1,0.0
landslide,0.302,133246,India,2100,0.71,158,0.34
hurricane,0.294,3741,Mexico,10000,0.521,11,0.02
drought,0.322,43420,USA,63000,0.131,11,1.1
flood,0.103,21773,Turkey,9600,0.491,23,0.04
drought,0.04,22923,Pakistan,1500,0.645,1,0.0
volcano,0.04,27715,Bangladesh,2500,0.165,13,0.0
flood,0.072,115882,Turkey,9600,0.335,108,0.15
flood,0.548,101090,Australia,55000,0.667,195,2.18
landslide,0.062,23910,Brazil,8700,0.904,3,0.02
volcano,0.939,8935,Nepal,1200,0.881,23,0.01
drought,0.473,3553,Nepal,1200,0.369,15,0.0
wildfire,0.951,81127,Australia,55000,0.135,540,1.82
hurricane,0.617,58814,Turkey,9600,0.26,591,1.0
volcano,0.188,80639,Australia,55000,0.767,21,1.11
tornado,0.01,83576,Brazil,8700,0.637,3,0.0
hurricane,0.899,28920,Nigeria,2100,0.459,87,0.07
tsunami,0.096,133524,Bangladesh,2500,0.844,44,0.14
tornado,0.663,85351,Chile,15000,0.284,1668,0.64
earthquake,0.061,25221,Haiti,1400,0.763,9,0.0
volcano,0.527,65240,Indonesia,4300,0.708,180,0.19
hurricane,0.851,25431,Turkey,9600,0.17,130,0.16
hurricane,0.012,4429,Brazil,8700,0.687,0,0.0
flood,0.902,88698,Bangladesh,2500,0.888,176,0.12
volcano,0.363,22912,Indonesia,4300,0.466,99,0.02
drought,0.275,64042,Chile,15000,0.879,62,0.69
volcano,0.966,102156,Australia,55000,0.12,415,4.66
hurricane,0.408,15710,Brazil,8700,0.403,73,0.06
landslide,0.561,12847,Australia,55000,0.149,5,0.22
volcano,0.932,96558,Indonesia,4300,0.993,604,0.57
drought,0.908,61111,Nigeria,2100,0.511,224,0.14
volcano,0.285,5701,Bangladesh,2500,0.622,3,0.01
tornado,0.677,58221,Australia,55000,0.718,48,4.02
hurricane,0.996,117924,China,12500,0.9,627,1.3
flood,0.343,102934,India,2100,0.799,72,0.1
drought,0.911,67422,India,2100,0.651,559,0.15
landslide,0.749,27697,Haiti,1400,0.737,26,0.02
earthquake,0.98,9802,USA,63000,0.981,5,0.71
hurricane,0.193,49961,Japan,40000,0.656,20,0.45
volcano,0.609,23228,Brazil,8700,0.537,47,0.27
tornado,0.951,41485,Australia,55000,0.962,77,1.9
hurricane,0.594,75822,Haiti,1400,0.996,223,0.05
flood,0.77,63910,Nepal,1200,0.153,100,0.03
tsunami,0.569,14639,Turkey,9600,0.336,20,0.12
drought,0.147,51856,Philippines,3500,0.446,41,0.03
wildfire,0.638,24056,Haiti,1400,0.423,74,0.02
tsunami,0.464,16375,India,2100,0.123,32,0.01
flood,0.521,106934,Philippines,3500,0.44,332,0.09
volcano,0.536,20510,Japan,40000,0.983,25,0.69
earthquake,0.317,376,Japan,40000,0.694,0,0.0
volcano,0.99,1638,USA,63000,0.225,10,0.05
wildfire,0.719,156372,Haiti,1400,0.823,345,0.23
wildfire,0.464,109707,Philippines,3500,0.518,136,0.38
flood,0.837,4622,Brazil,8700,0.301,16,0.01
tsunami,0.829,179485,Chile,15000,0.728,716,4.48
tornado,0.033,24657,Mexico,10000,0.764,2,0.01
flood,0.751,16174,India,2100,0.462,75,0.03
flood,0.312,29157,Nigeria,2100,0.179,83,0.03
flood,0.634,65735,China,12500,0.567,328,0.22
hurricane,0.933,3100,Nigeria,2100,0.646,12,0.01
tornado,0.133,29511,Brazil,8700,0.894,31,0.02
volcano,0.422,167183,Pakistan,1500,0.387,387,0.05
tornado,0.492,70346,Haiti,1400,0.924,53,0.05
flood,0.309,62643,Mexico,10000,0.922,33,0.11
tornado,0.99,8022,China,12500,0.93,30,0.29
wildfire,0.056,118682,Pakistan,1500,0.815,51,0.02
landslide,0.36,1917,USA,63000,0.407,2,0.02
landslide,0.245,56380,Chile,15000,0.823,58,0.31
hurricane,0.922,21707,Bangladesh,2500,0.973,103,0.07
landslide,0.287,18971,India,2100,0.3,42,0.01
earthquake,0.985,24957,Pakistan,1500,0.451,100,0.03
wildfire,0.936,32283,Turkey,9600,0.903,135,0.3
flood,0.987,78864,Philippines,3500,0.91,344,0.24
flood,0.665,5533,Mexico,10000,0.12,32,0.04
drought,0.71,22334,Philippines,3500,0.892,21,0.16
drought,0.439,27161,Chile,15000,0.247,237,0.2
landslide,0.412,50229,Turkey,9600,0.578,13,0.29
landslide,0.154,29270,Pakistan,1500,0.773,14,0.01
flood,0.962,17598,USA,63000,0.463,86,2.08
tornado,0.131,49983,Nepal,1200,0.594,35,0.01
flood,0.766,13149,Nepal,1200,0.66,50,0.01
volcano,0.632,46567,Chile,15000,0.541,369,0.27
earthquake,0.513,35205,Chile,15000,0.885,237,0.45
flood,0.978,140888,USA,63000,0.789,357,49.26
hurricane,0.671,54830,USA,63000,0.497,110,5.01
earthquake,0.958,5157,Australia,55000,0.89,3,0.34
wildfire,0.764,97685,Nepal,1200,0.256,383,0.05
hurricane,0.819,11882,Haiti,1400,0.922,73,0.03
flood,0.637,53449,China,12500,0.568,112,0.31
drought,0.963,63446,China,12500,0.622,165,0.27
tornado,0.19,91909,Mexico,10000,0.26,175,0.16
wildfire,0.291,38131,Chile,15000,0.652,13,0.17
tornado,0.549,52644,Philippines,3500,0.701,40,0.17
wildfire,0.745,85330,Indonesia,4300,0.161,401,0.35
drought,0.264,68296,Nepal,1200,0.893,30,0.03
volcano,0.877,23908,Australia,55000,0.423,7,0.54
wildfire,0.573,54031,Australia,55000,0.263,54,1.15
landslide,0.413,126030,Nigeria,2100,0.184,176,0.06
landslide,0.333,22770,Nepal,1200,0.692,63,0.01
landslide,0.343,90095,Turkey,9600,0.757,317,0.1
landslide,0.882,64059,Pakistan,1500,0.374,391,0.04
volcano,0.892,37909,Pakistan,1500,0.419,91,0.04
volcano,0.772,40218,USA,63000,0.757,91,7.01
flood,0.225,4724,USA,63000,0.268,2,0.07
wildfire,0.613,29410,India,2100,0.834,145,0.04
tsunami,0.5,33398,Australia,55000,0.54,30,0.87
drought,0.408,86011,Turkey,9600,0.857,476,0.43
wildfire,0.338,111695,USA,63000,0.182,91,1.33
tsunami,0.455,5124,Nepal,1200,0.143,13,0.0
hurricane,0.736,6285,Philippines,3500,0.783,28,0.02
tsunami,0.002,33590,Japan,40000,0.29,0,0.0
hurricane,0.795,93624,Indonesia,4300,0.278,330,0.37
wildfire,0.24,294443,Turkey,9600,0.83,252,0.64
landslide,0.119,7312,Pakistan,1500,0.619,4,0.0
drought,0.573,30957,Japan,40000,0.308,55,0.59
drought,0.861,29148,Nigeria,2100,0.1,458,0.04
tsunami,0.366,97543,Brazil,8700,0.301,329,0.23
flood,0.576,116738,Nigeria,2100,0.711,309,0.34
landslide,0.413,139293,Nigeria,2100,0.936,201,0.18
drought,0.288,14945,Bangladesh,2500,0.261,34,0.01
flood,0.226,4926,Turkey,9600,0.465,2,0.02
landslide,0.567,5830,Haiti,1400,0.58,31,0.0
earthquake,0.707,18178,Turkey,9600,0.591,155,0.09
hurricane,0.603,114677,Japan,40000,0.659,188,6.56
tornado,0.963,24462,Japan,40000,0.151,64,1.15
wildfire,0.675,164022,USA,63000,0.695,53,10.46
volcano,0.309,131234,Japan,40000,0.659,203,4.58
flood,0.002,29420,Bangladesh,2500,0.193,0,0.0
landslide,0.79,88945,Philippines,3500,0.417,324,0.2
drought,0.902,9764,Nigeria,2100,0.701,39,0.01
wildfire,0.054,19568,Nepal,1200,0.704,3,0.0
volcano,0.944,189969,China,12500,0.397,694,1.52
volcano,0.269,32259,Chile,15000,0.978,52,0.26
earthquake,0.456,51888,Pakistan,1500,0.411,101,0.03
wildfire,0.61,41302,Nigeria,2100,0.15,164,0.02
tornado,0.264,174996,Haiti,1400,0.125,537,0.03
tsunami,0.935,33616,Chile,15000,0.255,64,0.28
tsunami,0.425,83515,India,2100,0.5,133,0.07
volcano,0.398,21649,Chile,15000,0.174,21,0.07
tsunami,0.699,251298,Japan,40000,0.239,1676,5.47
drought,0.162,54948,Nepal,1200,0.152,48,0.01
tornado,0.378,3705,Mexico,10000,0.633,8,0.03
flood,0.271,21207,Bangladesh,2500,0.436,23,0.02
hurricane,0.964,65432,Nepal,1200,0.128,284,0.05
tsunami,0.531,33567,China,12500,0.521,118,0.12
hurricane,0.048,89764,Mexico,10000,0.618,27,0.03
landslide,0.684,47801,Chile,15000,0.227,276,0.2
volcano,0.834,17402,Nepal,1200,0.631,32,0.03
hurricane,0.591,4864,India,2100,0.622,41,0.0
wildfire,0.718,34801,Brazil,8700,0.458,30,0.2
landslide,0.509,29884,Nepal,1200,0.703,98,0.07
tsunami,0.672,73301,Japan,40000,0.784,117,2.8
earthquake,0.152,753,Brazil,8700,0.337,0,0.0
wildfire,0.004,22964,USA,63000,0.963,0,0.01
landslide,0.531,140742,Haiti,1400,0.601,210,0.13
landslide,0.265,1080,Brazil,8700,0.229,1,0.0
landslide,0.981,12115,India,2100,0.13,40,0.03
tsunami,0.463,13837,Nepal,1200,0.711,56,0.01
earthquake,0.524,28645,Chile,15000,0.872,116,0.53
volcano,0.503,11667,Haiti,1400,0.505,37,0.01
tornado,0.395,44991,Bangladesh,2500,0.494,53,0.06
drought,0.824,13564,India,2100,0.525,117,0.02
wildfire,0.573,56982,Nigeria,2100,0.37,197,0.05
tornado,0.33,61803,India,2100,0.791,93,0.05
tsunami,0.341,48418,Australia,55000,0.149,29,0.44
tsunami,0.418,1922,China,12500,0.923,1,0.02
landslide,0.438,5615,Australia,55000,0.352,6,0.21
tornado,0.832,76347,Indonesia,4300,0.909,232,0.29
tornado,0.186,133939,Brazil,8700,0.774,114,0.3
volcano,0.106,30987,Australia,55000,0.797,4,0.16
tornado,0.314,53119,Mexico,10000,0.45,96,0.13
earthquake,0.489,23990,Japan,40000,0.439,65,0.29
tornado,0.988,15705,Nepal,1200,0.41,39,0.01
flood,0.167,4258,Brazil,8700,0.891,2,0.01
hurricane,0.54,2059,Brazil,8700,0.523,7,0.01
drought,0.435,29910,Australia,55000,0.414,11,1.49
volcano,0.449,91149,Pakistan,1500,0.562,96,0.04
flood,0.638,24259,Bangladesh,2500,0.281,103,0.01
flood,0.389,115103,Australia,55000,0.42,84,1.35
volcano,0.537,47173,Brazil,8700,0.909,16,0.65
tornado,0.056,49293,Mexico,10000,0.455,9,0.08
wildfire,0.166,947,India,2100,0.2,0,0.0
wildfire,0.742,71538,Chile,15000,0.211,86,0.45
drought,0.871,16945,Nepal,1200,0.994,48,0.05
earthquake,0.466,150,USA,63000,0.508,0,0.0
tornado,0.294,6372,Nepal,1200,0.557,8,0.0
volcano,0.579,131671,India,2100,0.711,257,0.35
wildfire,0.339,50045,Pakistan,1500,0.471,267,0.04
wildfire,0.232,82492,Brazil,8700,0.417,91,0.12
flood,0.475,78922,Japan,40000,0.592,72,0.95
earthquake,0.751,32223,Turkey,9600,0.262,155,0.21
hurricane,0.216,31710,Bangladesh,2500,0.135,83,0.01
drought,0.538,157066,Haiti,1400,0.128,386,0.17
tornado,0.994,134423,Australia,55000,0.612,621,3.62
flood,0.93,117369,Japan,40000,0.707,298,4.6
earthquake,0.313,40963,Bangladesh,2500,0.758,28,0.02
tornado,0.985,63153,Turkey,9600,0.28,417,0.44
tornado,0.697,47000,Haiti,1400,0.256,96,0.05
wildfire,0.468,45343,Japan,40000,0.825,81,1.4
landslide,0.662,68591,Nepal,1200,0.536,58,0.04
tornado,0.296,53157,Turkey,9600,0.815,44,0.19
volcano,0.512,50400,Nigeria,2100,0.55,96,0.06
earthquake,0.273,24489,Indonesia,4300,0.613,20,0.03
earthquake,0.492,60694,Philippines,3500,0.173,135,0.08
drought,0.727,25639,USA,63000,0.431,49,1.22
hurricane,0.138,27627,Chile,15000,0.835,11,0.03
flood,0.991,6663,Bangladesh,2500,0.54,14,0.04
drought,0.615,43723,Turkey,9600,0.809,262,0.46
drought,0.398,226370,Chile,15000,0.195,1478,1.49
flood,0.693,15100,USA,63000,0.517,16,0.35
hurricane,0.836,19455,Brazil,8700,0.828,73,0.14
hurricane,0.511,58734,Haiti,1400,0.602,385,0.05
earthquake,0.293,10375,USA,63000,0.222,1,0.15
landslide,0.288,16912,Nepal,1200,0.683,9,0.01
volcano,0.368,52842,Bangladesh,2500,0.19,96,0.02
wildfire,0.099,8588,Japan,40000,0.62,1,0.03
earthquake,0.969,13829,Australia,55000,0.357,21,1.09
landslide,0.7,10278,Nepal,1200,0.517,28,0.01
tornado,0.139,80592,Bangladesh,2500,0.101,81,0.01
volcano,0.485,51422,Japan,40000,0.575,76,0.47
tsunami,0.94,97804,Nigeria,2100,0.3,1495,0.52
flood,0.815,90095,Nigeria,2100,0.552,348,0.21
tornado,0.334,86290,India,2100,0.137,354,0.04
volcano,0.139,150976,Japan,40000,0.881,36,1.06
drought,0.966,28977,Mexico,10000,0.603,32,0.73
tornado,0.489,37865,Bangladesh,2500,0.74,76,0.07
tornado,0.348,43080,Australia,55000,0.337,22,0.65
volcano,0.995,119243,Japan,40000,0.245,703,1.61
wildfire,0.409,48963,Pakistan,1500,0.945,81,0.03
flood,0.052,62406,Bangladesh,2500,0.323,12,0.01
tornado,0.99,25122,India,2100,0.219,270,0.11
flood,0.6,139019,China,12500,0.958,155,1.38
hurricane,0.249,10645,Bangladesh,2500,0.812,11,0.01
tornado,0.44,53330,Turkey,9600,0.699,161,0.18
landslide,0.07,5015,India,2100,0.537,2,0.0
volcano,0.746,44641,China,12500,0.997,133,0.35
tornado,0.912,77769,Philippines,3500,0.283,368,0.24
tornado,0.768,1032,Bangladesh,2500,0.254,3,0.0
wildfire,0.829,96426,Philippines,3500,0.348,102,0.88
hurricane,0.548,75479,Haiti,1400,0.533,207,0.04
tsunami,0.441,45843,Philippines,3500,0.979,86,0.14
earthquake,0.805,42266,Philippines,3500,0.669,102,0.13
earthquake,0.111,15885,USA,63000,0.164,4,0.05
landslide,0.847,1526,Japan,40000,0.13,5,0.04
flood,0.551,14735,Australia,55000,0.83,25,0.88
drought,0.067,3864,Philippines,3500,0.146,2,0.0
hurricane,0.413,23927,Haiti,1400,0.748,104,0.02
landslide,0.466,13124,Nigeria,2100,0.121,17,0.01
wildfire,0.508,115170,Brazil,8700,0.803,545,1.57
earthquake,0.276,16286,Bangladesh,2500,0.412,12,0.01
volcano,0.067,295640,Japan,40000,0.286,38,1.63
earthquake,0.251,34272,Turkey,9600,0.566,35,0.09
flood,0.665,148,Philippines,3500,0.658,0,0.0
landslide,0.872,14322,USA,63000,0.551,29,0.97
earthquake,0.771,12937,Philippines,3500,0.1,166,0.03
tornado,0.535,49897,Pakistan,1500,0.979,84,0.08
hurricane,0.221,76643,Mexico,10000,0.299,297,0.09
flood,0.911,14762,Brazil,8700,0.623,28,0.09
wildfire,0.074,19655,Haiti,1400,0.342,17,0.0
