disaster_type,current_area_km2,wind_speed,wind_direction,terrain_type,elevation_m,vegetation_density,days_active,predicted_area_km2
wildfire,43.5,40.9,266.2,mountainous,2276.8,0.275,23,53.36
wildfire,1.09,0.0,247.2,mountainous,2422.2,0.067,26,1.09
flood,62.38,32.6,313.3,forested,582.4,0.604,1,164.21
wildfire,6.51,61.8,150.1,coastal,192.5,0.66,20,16.64
flood,7.58,18.1,63.3,urban,374.1,0.674,10,10.75
flood,6.65,36.2,206.9,forested,2194.0,0.251,20,17.4
flood,2.03,9.1,347.3,flat,2282.6,0.232,11,3.28
wildfire,4.17,23.4,168.6,coastal,608.6,0.382,3,5.71
flood,78.38,45.6,278.5,mountainous,1812.3,0.358,25,121.47
flood,68.08,30.0,48.4,urban,2918.8,0.354,10,88.51
wildfire,125.72,25.4,72.3,hilly,662.1,0.915,23,173.94
flood,4.05,6.5,274.1,hilly,557.9,0.296,23,6.45
flood,60.23,53.7,306.2,coastal,9.3,0.96,25,165.66
flood,21.95,58.8,316.5,urban,2322.6,0.828,2,42.18
flood,6.09,8.6,172.3,urban,938.9,0.272,11,8.53
wildfire,55.31,14.9,168.5,flat,667.9,0.377,16,77.25
flood,75.67,36.4,299.2,urban,258.1,0.962,11,140.49
flood,17.07,21.1,344.3,coastal,1906.2,0.622,17,26.67
flood,168.33,57.8,91.0,hilly,589.2,0.634,9,388.36
flood,55.47,31.8,186.6,forested,369.6,0.699,4,161.53
flood,66.36,32.2,1.9,coastal,410.4,0.947,5,162.14
wildfire,108.1,49.9,315.4,forested,1435.9,0.22,12,207.16
flood,100.47,29.6,345.5,urban,1312.8,0.225,1,193.92
wildfire,57.46,38.9,11.4,coastal,620.9,0.194,29,137.86
flood,38.06,9.2,352.1,coastal,1522.7,0.547,14,39.1
flood,13.89,50.0,223.8,urban,1891.5,0.605,10,23.49
wildfire,79.87,0.0,135.0,hilly,2386.5,0.94,20,79.87
wildfire,142.13,37.8,264.5,hilly,2114.4,0.011,6,142.13
wildfire,6.06,25.9,290.4,hilly,720.2,0.71,20,9.58
wildfire,34.32,0.0,308.7,urban,540.6,0.537,10,36.53
wildfire,21.32,22.1,133.2,forested,2106.6,0.248,8,25.79
wildfire,75.34,15.0,40.6,flat,82.1,0.709,8,190.82
flood,29.68,52.3,173.7,mountainous,2036.6,0.265,11,60.38
wildfire,29.9,43.3,74.4,hilly,2644.8,0.21,10,29.9
flood,26.19,26.7,133.2,hilly,1283.7,0.304,11,41.42
flood,37.07,32.5,341.5,mountainous,2236.9,0.862,21,68.44
wildfire,91.02,38.7,150.1,mountainous,896.6,0.438,24,115.06
flood,11.2,26.1,191.3,urban,173.4,0.308,21,16.08
wildfire,118.72,39.6,354.5,coastal,2643.8,0.394,5,118.72
flood,88.41,17.6,0.3,mountainous,1837.4,0.341,2,158.89
flood,8.91,26.7,138.0,urban,328.9,0.783,2,18.29
wildfire,78.3,7.1,175.3,forested,1017.2,0.103,16,80.56
wildfire,191.32,13.3,163.1,forested,2290.0,0.117,4,191.32
flood,19.17,23.9,267.2,mountainous,2297.8,0.199,24,26.44
wildfire,74.76,64.6,151.8,hilly,1536.8,0.756,20,141.74
wildfire,69.5,22.5,122.9,flat,505.8,0.007,8,96.81
wildfire,26.75,30.3,86.0,flat,527.8,0.132,27,54.48
wildfire,10.51,32.8,140.2,flat,635.3,0.705,22,21.71
flood,131.56,32.0,235.6,urban,2029.5,0.171,25,195.3
flood,196.18,35.4,288.2,flat,1606.5,0.41,27,372.0
flood,27.42,48.0,2.4,hilly,727.5,0.733,10,68.28
flood,41.77,19.7,249.3,mountainous,2835.4,0.142,24,46.26
flood,173.18,31.3,249.7,coastal,2774.0,0.573,17,294.05
flood,137.89,25.4,295.1,hilly,2946.9,0.486,13,238.44
wildfire,4.61,31.3,229.6,flat,542.1,0.1,11,6.97
wildfire,34.96,23.1,242.5,forested,1705.5,0.813,10,50.11
flood,66.29,37.4,231.4,flat,2522.9,0.865,25,143.65
wildfire,1.33,23.0,280.1,hilly,2006.9,0.163,22,1.4
wildfire,6.44,45.1,32.5,flat,916.1,0.184,19,12.21
flood,199.12,26.9,150.7,hilly,193.9,0.802,23,396.02
flood,15.34,13.6,32.2,coastal,599.1,0.628,2,29.2
flood,67.66,21.8,347.6,urban,255.9,0.943,20,111.04
wildfire,56.14,26.1,100.2,flat,734.3,0.75,8,92.4
wildfire,23.84,13.0,210.9,hilly,112.6,0.023,5,30.91
flood,20.14,0.0,220.6,mountainous,1175.4,0.127,17,20.14
wildfire,81.77,11.0,261.5,flat,1662.7,0.154,16,81.77
wildfire,17.43,23.0,213.4,mountainous,2879.1,0.848,24,19.26
flood,74.88,3.9,126.4,coastal,2580.6,0.909,3,74.88
flood,84.25,50.8,37.2,mountainous,2725.2,0.635,14,144.12
flood,19.53,27.5,352.0,mountainous,1703.1,0.31,14,41.43
flood,14.55,41.9,172.5,forested,2262.2,0.2,7,30.85
wildfire,84.78,23.7,347.1,coastal,565.3,0.12,7,122.52
wildfire,12.73,40.4,159.1,flat,581.7,0.347,4,26.26
flood,26.26,32.2,81.9,flat,313.1,0.673,15,64.18
flood,65.07,21.7,82.4,mountainous,2717.8,0.341,7,99.99
flood,218.94,15.9,139.0,coastal,2056.0,0.584,18,298.65
flood,65.82,52.5,126.3,urban,1317.3,0.233,12,113.9
wildfire,13.37,10.7,13.1,hilly,2795.8,0.538,24,13.37
wildfire,36.37,4.6,336.1,coastal,1597.2,0.007,14,36.37
flood,3.8,2.9,218.9,flat,2966.4,0.115,18,4.84
wildfire,12.42,23.1,242.1,coastal,846.6,0.446,13,16.31
flood,43.21,44.7,196.0,coastal,1087.5,0.188,27,97.16
wildfire,5.39,41.5,125.2,urban,2024.2,0.782,9,6.32
wildfire,26.01,18.5,32.4,flat,683.4,0.379,22,44.23
wildfire,95.83,21.3,274.8,mountainous,184.0,0.012,14,95.83
wildfire,10.84,54.7,237.4,mountainous,1089.2,0.448,13,20.58
wildfire,28.2,11.3,23.1,hilly,103.0,0.736,3,36.83
wildfire,4.17,13.9,181.1,coastal,2375.0,0.104,20,4.17
wildfire,15.96,5.9,307.9,hilly,2694.2,0.966,10,15.96
flood,14.92,32.1,305.2,coastal,57.6,0.422,15,28.62
flood,9.43,40.1,166.6,mountainous,2042.5,0.542,13,15.39
flood,13.54,0.5,246.5,urban,1015.7,0.485,8,16.38
flood,72.11,23.2,243.3,forested,2811.0,0.762,11,124.15
flood,3.7,30.2,145.5,forested,2300.7,0.349,10,9.17
flood,4.5,29.1,288.8,flat,1936.1,0.061,1,9.01
flood,43.46,27.2,102.2,hilly,1871.3,0.151,17,77.82
wildfire,14.54,42.6,249.8,forested,2538.0,0.549,2,19.22
wildfire,52.72,1.8,255.0,forested,2768.4,0.031,5,52.72
wildfire,3.71,47.4,316.7,urban,938.7,0.974,8,8.49
flood,13.47,16.2,298.8,flat,990.4,0.341,20,26.03
flood,20.85,7.2,176.0,forested,1255.4,0.493,15,29.24
flood,73.36,9.8,270.3,urban,55.2,0.822,22,94.8
wildfire,55.37,30.4,88.6,hilly,2937.2,0.867,6,55.37
wildfire,130.26,15.9,8.6,mountainous,2454.3,0.92,4,130.26
wildfire,25.38,49.3,74.4,flat,1757.8,0.034,14,40.02
wildfire,95.81,22.9,203.6,forested,2606.3,0.919,21,95.81
flood,41.12,53.7,166.3,coastal,101.3,0.926,2,103.54
wildfire,41.07,10.0,302.4,flat,1386.2,0.59,14,44.38
wildfire,74.05,35.6,299.8,hilly,888.1,0.943,25,170.36
flood,3.13,44.7,0.9,mountainous,1387.6,0.546,4,4.95
wildfire,87.25,38.6,120.9,flat,1247.0,0.641,28,139.81
wildfire,36.18,24.5,6.0,urban,1365.4,0.841,1,49.23
wildfire,44.48,46.8,348.7,flat,1722.3,0.574,23,71.26
wildfire,15.67,25.8,289.1,urban,293.5,0.248,28,22.14
wildfire,134.22,37.7,219.0,forested,1429.8,0.031,19,165.07
flood,8.47,15.8,122.9,mountainous,1267.7,0.55,5,15.85
wildfire,37.65,45.2,19.4,urban,284.4,0.1,16,51.78
wildfire,71.54,0.0,102.5,hilly,173.4,0.306,11,71.54
flood,20.36,38.5,83.3,forested,2345.2,0.007,4,34.47
flood,25.38,31.0,243.3,coastal,1647.8,0.115,2,48.77
flood,8.96,45.0,147.9,flat,1319.8,0.937,20,21.12
wildfire,7.52,22.1,286.7,coastal,1262.2,0.867,19,11.79
wildfire,2.04,19.0,166.5,urban,1072.9,0.433,16,2.56
flood,112.01,34.5,172.5,hilly,442.6,0.854,7,269.15
flood,5.74,16.4,280.7,urban,2953.2,0.288,20,6.56
flood,17.77,23.7,283.1,coastal,63.2,0.018,6,29.96
flood,15.19,0.0,227.6,coastal,1543.4,0.215,10,21.29
wildfire,184.61,13.2,287.3,mountainous,465.7,0.549,9,217.93
flood,4.61,1.2,151.9,coastal,2277.0,0.238,15,4.95
flood,155.87,41.3,45.3,forested,491.8,0.606,8,331.16
flood,18.34,25.4,261.1,hilly,2503.9,0.697,24,24.91
flood,68.36,6.9,306.1,flat,669.4,0.577,10,120.27
wildfire,21.34,18.8,4.1,flat,1985.6,0.852,22,26.81
wildfire,106.23,20.7,347.1,flat,2343.9,0.954,9,119.6
wildfire,43.65,41.4,216.5,urban,1631.8,0.836,10,59.19
wildfire,67.77,3.5,202.3,flat,673.5,0.501,26,83.23
flood,12.0,23.4,5.1,hilly,192.3,0.954,10,25.58
wildfire,15.0,13.3,50.5,flat,794.6,0.142,16,15.88
wildfire,14.16,17.7,352.4,flat,1300.5,0.449,22,20.93
wildfire,183.48,19.9,240.8,urban,2943.5,0.855,13,183.48
flood,33.77,13.3,26.9,forested,1998.2,0.517,18,52.87
wildfire,48.41,13.0,167.2,flat,1165.8,0.192,22,65.79
wildfire,32.11,15.3,77.3,mountainous,785.1,0.892,16,50.96
wildfire,6.93,0.0,224.4,mountainous,1125.2,0.82,21,9.53
wildfire,37.77,33.2,202.4,coastal,858.7,0.017,6,59.08
flood,2.46,17.0,282.7,forested,2470.1,0.299,21,4.01
flood,42.75,5.8,354.0,coastal,724.8,0.603,13,50.7
wildfire,44.04,19.2,328.3,mountainous,1596.7,0.102,11,44.04
wildfire,38.66,9.0,37.1,urban,2434.3,0.266,22,38.66
flood,42.73,36.1,322.8,flat,1977.3,0.042,6,76.21
flood,38.14,27.6,197.3,urban,546.7,0.017,3,81.25
wildfire,46.92,9.0,51.8,forested,1104.0,0.411,7,57.42
wildfire,35.74,40.6,75.8,flat,2324.6,0.401,21,47.27
wildfire,143.28,40.0,298.8,urban,1165.8,0.86,27,279.99
flood,72.35,41.3,319.8,coastal,1462.4,0.994,9,141.41
wildfire,38.17,8.4,326.8,urban,2401.4,0.156,26,38.17
flood,72.2,40.5,299.6,mountainous,2874.4,0.731,21,132.65
flood,4.84,32.7,203.5,hilly,1739.0,0.508,10,7.86
flood,3.16,40.7,31.7,urban,2070.4,0.609,28,5.94
wildfire,152.88,36.8,24.1,hilly,300.0,0.365,4,249.79
wildfire,105.23,54.6,288.7,mountainous,2245.8,0.589,14,110.62
flood,8.62,15.7,5.3,forested,2581.3,0.223,2,13.59
wildfire,10.79,20.9,30.2,forested,1807.1,0.84,12,14.71
wildfire,122.59,23.5,120.3,coastal,2562.5,0.803,13,122.59
flood,211.45,1.8,189.5,mountainous,863.8,0.769,19,238.13
wildfire,79.46,31.2,356.0,flat,1671.4,0.424,23,126.95
wildfire,92.22,24.0,4.6,flat,276.6,0.213,22,170.8
flood,35.34,36.0,236.9,coastal,837.3,0.116,24,65.33
wildfire,13.14,26.5,275.0,mountainous,443.9,0.006,18,13.14
wildfire,12.91,14.0,114.7,urban,79.3,0.242,29,16.2
flood,27.1,12.2,314.6,forested,1785.5,0.295,19,30.15
wildfire,10.25,40.7,168.2,coastal,1007.2,0.043,4,14.46
wildfire,8.54,6.7,52.2,hilly,1289.6,0.711,7,8.54
flood,18.81,6.6,257.7,mountainous,212.7,0.319,16,21.56
flood,47.21,15.8,163.3,flat,1844.7,0.191,14,60.96
wildfire,38.93,35.2,295.2,forested,1781.5,0.011,14,51.43
wildfire,27.04,31.1,36.1,hilly,2047.7,0.829,25,27.04
flood,21.5,21.0,1.5,flat,2023.7,0.399,4,43.56
wildfire,93.07,45.0,29.4,hilly,571.0,0.725,15,175.36
flood,156.49,0.0,313.0,coastal,2125.6,0.741,23,198.47
wildfire,1.83,43.2,21.0,coastal,544.7,0.153,11,3.06
flood,1.63,19.0,154.8,coastal,2575.3,0.436,3,2.59
wildfire,31.63,16.8,37.7,mountainous,709.0,0.167,6,32.96
wildfire,74.72,24.8,286.0,hilly,2207.5,0.116,24,74.72
wildfire,28.04,0.0,135.0,hilly,2901.5,0.648,24,28.04
flood,56.61,16.6,274.5,forested,1620.2,0.816,28,74.33
flood,73.26,39.8,108.9,flat,1818.4,0.8,11,163.66
flood,43.96,8.2,259.4,urban,1094.6,0.878,7,52.43
wildfire,50.58,9.8,290.7,hilly,1953.7,0.861,15,66.07
flood,65.53,38.0,37.2,mountainous,2071.9,0.344,8,108.95
flood,133.56,18.4,285.2,forested,2603.4,0.504,6,174.38
flood,48.76,12.4,334.6,flat,1642.9,0.31,1,68.26
flood,71.41,32.3,100.5,mountainous,101.0,0.656,16,122.78
flood,111.27,11.3,90.8,hilly,1625.2,0.249,17,168.93
wildfire,2.54,0.0,143.7,hilly,1920.6,0.753,14,2.54
wildfire,5.77,3.7,17.2,mountainous,2939.6,0.612,16,5.77
flood,7.73,0.0,351.6,mountainous,254.1,0.438,10,10.36
flood,144.93,26.0,205.0,urban,312.9,0.505,20,226.97
flood,57.97,27.6,268.4,coastal,2358.8,0.128,27,116.22
flood,9.0,0.0,192.9,mountainous,213.6,0.901,26,12.73
wildfire,38.56,44.1,226.5,forested,893.3,0.292,13,84.43
flood,26.36,20.3,200.1,forested,1847.3,0.412,23,42.53
wildfire,195.14,5.3,295.7,coastal,603.2,0.011,28,202.27
flood,31.04,0.0,16.5,coastal,331.3,0.657,6,45.98
flood,25.44,51.6,116.0,urban,2141.5,0.284,29,48.08
flood,22.28,34.2,351.4,coastal,2510.4,0.431,22,47.7
wildfire,12.94,51.9,70.4,flat,2174.7,0.44,10,14.45
wildfire,6.95,29.6,213.0,urban,2660.3,0.737,14,6.95
flood,36.44,53.3,232.0,flat,1713.5,0.769,2,93.44
flood,53.27,25.2,211.5,coastal,73.1,0.221,28,83.23
flood,71.74,22.6,135.9,flat,1740.9,0.863,23,109.77
wildfire,82.94,55.6,226.4,mountainous,444.8,0.663,5,158.08
flood,94.35,28.6,340.2,hilly,645.8,0.093,14,163.07
flood,70.01,58.1,203.0,hilly,1121.1,0.519,26,183.22
flood,33.22,29.5,344.2,coastal,2060.2,0.026,8,73.31
flood,64.64,60.1,208.7,mountainous,2925.5,0.403,24,140.4
flood,25.58,24.5,137.6,mountainous,209.5,0.349,21,43.25
wildfire,6.44,38.1,65.8,flat,1480.2,0.009,13,8.42
wildfire,34.92,38.5,12.1,flat,2253.9,0.581,6,46.4
wildfire,3.91,41.8,77.6,urban,1705.0,0.332,15,4.72
wildfire,26.3,23.8,254.9,flat,2563.2,0.76,19,26.3
flood,43.0,20.8,16.9,coastal,1782.4,0.232,9,72.06
flood,4.15,0.0,53.2,mountainous,409.5,0.857,11,5.85
wildfire,38.02,10.8,191.9,forested,469.9,0.177,17,42.53
wildfire,48.92,0.6,70.5,mountainous,1718.0,0.417,9,48.92
wildfire,5.68,24.6,212.6,urban,2860.1,0.917,23,5.87
flood,4.94,7.2,295.6,mountainous,1056.4,0.894,11,5.2
wildfire,44.23,8.3,300.4,forested,784.7,0.479,23,58.05
flood,21.85,0.0,258.9,forested,689.7,0.305,22,22.25
flood,9.31,17.2,114.7,hilly,1908.5,0.47,19,14.0
flood,119.12,22.3,182.4,forested,2235.6,0.289,23,185.88
flood,63.71,10.4,209.5,mountainous,201.9,0.832,11,82.75
wildfire,42.27,33.1,34.0,mountainous,2492.8,0.698,10,42.27
wildfire,3.06,10.8,157.2,flat,21.9,0.08,11,3.06
flood,3.57,17.7,299.0,forested,871.6,0.698,15,6.58
flood,22.25,37.1,37.9,urban,1384.8,0.687,9,42.27
flood,42.95,44.0,19.6,coastal,86.5,0.943,29,114.87
wildfire,1.26,2.6,137.6,forested,1469.7,0.551,26,1.26
wildfire,43.11,19.8,70.3,urban,231.6,0.865,25,66.36
wildfire,60.6,20.5,303.5,urban,2599.1,0.415,9,62.62
flood,112.49,25.5,292.3,flat,168.0,0.479,8,304.99
flood,80.34,36.4,46.4,forested,1158.1,0.106,2,206.21
flood,76.21,26.8,202.4,flat,2778.2,0.059,16,133.0
wildfire,10.26,25.1,297.0,forested,985.0,0.299,12,18.59
flood,20.43,32.8,223.6,hilly,1547.6,0.932,25,39.53
wildfire,3.59,39.7,339.8,coastal,1570.2,0.135,23,3.64
flood,16.24,27.8,210.0,urban,1078.9,0.052,16,27.26
flood,74.35,29.1,44.2,flat,703.9,0.57,11,132.01
wildfire,56.7,25.0,269.7,coastal,2430.0,0.641,26,56.7
flood,42.61,25.9,135.4,urban,2787.4,0.845,11,52.77
flood,33.95,34.1,315.8,flat,2578.3,0.231,13,53.59
wildfire,54.85,0.0,131.8,forested,2185.9,0.411,7,54.85
wildfire,18.41,16.7,210.8,forested,2884.3,0.524,18,19.16
wildfire,6.41,17.8,350.0,flat,194.6,0.593,24,12.61
wildfire,14.96,42.4,27.6,coastal,2299.6,0.809,15,18.93
flood,49.43,44.4,291.1,forested,2091.7,0.298,22,141.38
flood,77.4,0.4,186.7,coastal,984.0,0.656,10,84.91
flood,31.08,29.8,350.6,flat,2830.0,0.804,13,56.38
flood,63.14,10.1,96.9,coastal,2346.6,0.965,14,80.77
wildfire,26.16,8.7,171.3,hilly,2579.2,0.715,27,26.16
wildfire,34.72,32.9,262.5,hilly,2863.2,0.063,18,34.72
wildfire,1.24,30.6,340.3,flat,2212.5,0.663,6,1.76
wildfire,33.61,0.2,193.1,mountainous,519.1,0.521,2,54.77
flood,7.32,20.2,37.7,flat,884.6,0.002,11,14.37
wildfire,16.28,34.3,127.2,flat,2428.3,0.146,26,16.28
flood,42.44,17.0,208.4,flat,2716.3,0.081,20,59.8
wildfire,15.11,33.9,323.5,flat,922.5,0.371,2,24.21
wildfire,89.12,11.8,95.5,mountainous,372.4,0.667,17,141.83
flood,25.09,21.9,352.0,urban,313.5,0.76,5,42.01
flood,11.35,36.9,64.6,hilly,1227.8,0.427,9,23.57
flood,4.29,28.5,127.0,forested,1382.1,0.895,26,9.05
flood,32.19,22.8,247.8,mountainous,1493.7,0.505,6,47.03
wildfire,2.74,9.7,263.7,coastal,401.9,0.492,5,3.84
flood,49.33,28.2,221.2,mountainous,2455.6,0.328,13,69.41
wildfire,11.04,26.8,156.1,flat,2433.7,0.174,1,11.04
flood,58.05,37.4,261.8,forested,772.7,0.708,24,156.27
flood,14.5,23.8,90.4,forested,819.9,0.025,3,38.53
wildfire,33.49,32.8,54.2,urban,1525.9,0.348,2,44.3
flood,47.24,26.3,174.2,mountainous,1455.9,0.296,7,63.33
wildfire,16.57,18.3,127.7,flat,2291.8,0.192,18,16.57
flood,107.86,37.4,191.6,mountainous,2437.1,0.989,10,178.71
wildfire,104.86,30.3,19.6,mountainous,1690.7,0.062,19,106.08
flood,21.66,49.0,13.4,flat,1545.0,0.735,26,51.93
wildfire,2.08,19.2,269.6,mountainous,1346.6,0.737,22,2.63
flood,25.78,23.2,336.2,coastal,1532.1,0.365,28,45.87
wildfire,55.45,0.0,134.0,forested,2227.0,0.783,12,55.45
flood,8.37,35.7,332.5,hilly,2408.1,0.161,20,14.92
wildfire,154.1,21.9,65.3,hilly,152.9,0.506,19,294.32
flood,90.81,27.6,82.3,mountainous,1864.1,0.865,23,127.59
wildfire,71.03,21.9,248.8,coastal,1576.9,0.435,9,72.93
flood,101.06,27.0,23.7,mountainous,2649.1,0.138,14,145.82
flood,45.43,32.4,42.8,flat,202.0,0.686,21,99.13
wildfire,13.57,4.0,304.8,hilly,2093.7,0.857,29,13.57
flood,45.64,12.1,161.0,coastal,2430.3,0.734,16,50.42
wildfire,62.7,47.5,325.0,urban,2063.5,0.512,19,62.7
flood,56.48,18.6,264.9,hilly,1449.6,0.182,18,94.55
wildfire,7.82,40.4,52.6,urban,692.4,0.28,18,9.33
wildfire,2.38,38.9,68.6,forested,134.7,0.554,2,7.39
flood,29.43,25.6,173.3,hilly,1406.6,0.146,21,48.07
flood,34.6,10.3,91.7,urban,334.0,0.063,20,47.57
flood,15.3,32.9,139.5,hilly,1379.0,0.689,23,35.59
flood,2.56,0.0,317.2,urban,1073.7,0.556,15,3.05
flood,17.6,19.4,349.9,urban,2537.6,0.796,22,21.15
wildfire,111.86,16.5,259.9,flat,526.9,0.923,25,163.5
wildfire,41.93,18.2,107.4,mountainous,1769.6,0.843,23,44.29
flood,53.92,43.6,345.7,forested,1144.5,0.56,26,145.58
wildfire,17.42,27.0,306.9,hilly,2723.9,0.244,29,18.23
wildfire,18.94,5.4,44.3,hilly,2450.6,0.047,10,18.94
flood,65.33,0.0,11.6,urban,2886.8,0.831,24,65.33
flood,156.79,36.0,185.8,mountainous,2229.1,0.138,12,288.46
wildfire,9.59,11.3,323.1,forested,1004.0,0.005,4,9.59
flood,96.85,62.5,125.7,urban,631.7,0.131,6,208.41
wildfire,34.93,42.5,141.3,coastal,2966.8,0.289,6,39.86
wildfire,27.8,33.4,312.9,forested,1865.6,0.677,24,38.99
wildfire,6.86,15.6,47.4,flat,1870.0,0.459,28,8.24
wildfire,36.73,12.1,55.0,urban,282.4,0.809,29,56.75
flood,46.52,16.9,61.7,urban,2096.7,0.507,10,48.78
flood,11.16,25.4,86.9,urban,1144.0,0.439,5,16.55
wildfire,94.04,26.4,161.6,urban,717.6,0.988,4,169.06
flood,36.81,25.6,55.4,urban,2959.8,0.757,14,52.53
wildfire,32.33,22.9,293.1,mountainous,1244.0,0.745,24,37.19
flood,47.4,39.8,61.5,mountainous,2961.8,0.194,20,56.38
wildfire,10.26,4.4,233.5,forested,2510.7,0.423,18,10.26
flood,41.17,24.0,312.0,hilly,531.7,0.3,5,88.49
flood,1.72,18.6,188.3,urban,843.6,0.798,5,2.02
flood,55.52,17.9,346.5,urban,2677.2,0.321,28,62.55
flood,65.12,34.5,182.2,flat,2830.0,0.276,7,96.3
wildfire,4.25,20.9,309.1,forested,491.7,0.742,6,11.32
flood,70.7,33.3,227.3,flat,1334.4,0.635,4,120.12
wildfire,30.43,36.0,89.8,flat,734.7,0.486,15,52.03
flood,24.29,24.8,71.4,flat,1406.7,0.706,25,48.19
flood,45.87,17.5,337.1,hilly,768.9,0.089,17,61.12
wildfire,38.07,27.9,320.8,mountainous,2851.6,0.276,26,38.07
flood,102.39,28.5,91.6,urban,2052.4,0.011,16,132.48
wildfire,5.68,0.1,209.7,coastal,223.2,0.363,6,5.68
flood,5.26,44.9,127.5,urban,153.0,0.139,13,10.96
wildfire,42.26,18.2,246.6,urban,1045.5,0.748,4,50.3
flood,4.64,36.2,123.1,hilly,107.2,0.889,5,8.59
wildfire,10.92,24.0,257.4,flat,997.0,0.557,10,19.83
wildfire,12.71,38.7,348.8,urban,1815.3,0.967,13,16.53
flood,25.55,28.5,283.8,mountainous,1980.5,0.064,19,25.55
flood,21.04,37.0,33.9,urban,2170.5,0.744,1,33.35
wildfire,87.03,35.7,66.9,hilly,0.4,0.581,8,181.15
flood,96.53,44.7,256.8,mountainous,278.8,0.785,2,203.48
wildfire,17.22,9.6,146.0,urban,2452.3,0.425,7,17.22
flood,89.3,48.2,132.0,hilly,945.8,0.45,19,229.58
wildfire,4.63,32.9,266.6,coastal,2836.6,0.328,22,4.9
flood,89.58,5.3,260.4,flat,74.0,0.421,1,142.36
wildfire,20.24,20.8,50.5,mountainous,2183.5,0.589,27,21.57
flood,35.89,22.1,222.3,hilly,343.0,0.178,22,77.46
flood,46.62,27.3,177.3,mountainous,85.0,0.833,14,98.08
flood,56.69,15.0,51.1,urban,1831.0,0.143,13,89.19
wildfire,141.33,18.4,155.4,coastal,314.6,0.742,10,185.07
wildfire,49.74,33.1,246.1,coastal,1866.9,0.66,21,56.17
flood,63.55,40.1,1.1,urban,286.4,0.958,25,146.15
flood,61.92,16.1,70.4,coastal,2406.3,0.023,25,100.05
flood,5.42,9.6,188.5,urban,2669.3,0.469,4,7.77
flood,101.88,31.5,204.0,coastal,2262.8,0.956,13,199.36
flood,17.01,49.4,229.0,coastal,676.5,0.846,23,42.12
flood,6.75,20.1,312.0,forested,1775.1,0.397,7,13.9
wildfire,3.88,7.4,312.3,urban,206.8,0.826,15,5.13
wildfire,9.87,49.4,245.1,urban,1919.4,0.233,10,10.71
flood,19.42,9.3,352.0,forested,1604.8,0.455,11,33.57
wildfire,10.32,5.8,271.1,urban,1120.3,0.086,4,10.69
flood,120.69,23.7,52.8,forested,2097.5,0.037,13,246.44
wildfire,25.28,23.8,115.4,flat,586.2,0.204,3,37.86
wildfire,13.39,40.1,293.9,forested,650.2,0.668,3,36.6
flood,67.72,22.1,25.9,hilly,1283.3,0.012,13,102.97
wildfire,86.32,26.4,105.4,coastal,1123.8,0.138,13,89.5
flood,74.23,38.3,229.9,urban,270.9,0.708,22,108.74
wildfire,187.28,30.3,287.9,coastal,916.9,0.613,6,341.12
flood,67.78,29.6,337.1,hilly,1814.0,0.955,12,120.07
flood,63.84,16.4,103.9,flat,518.2,0.898,25,121.1
wildfire,13.98,33.0,349.9,mountainous,471.5,0.338,16,18.38
flood,208.52,26.7,334.5,flat,2131.7,0.962,19,378.58
flood,109.09,35.9,140.4,flat,694.4,0.459,23,248.38
flood,44.52,40.7,348.5,coastal,1850.2,0.988,27,73.83
wildfire,46.52,18.3,107.8,mountainous,292.7,0.853,10,62.89
wildfire,50.85,4.8,8.9,urban,522.3,0.871,22,64.97
flood,159.54,39.6,24.7,hilly,1141.8,0.506,28,382.7
wildfire,95.67,52.3,287.0,hilly,1030.1,0.801,25,201.14
flood,56.95,38.8,275.1,mountainous,1817.8,0.991,7,97.86
wildfire,54.98,24.1,108.6,urban,1603.8,0.671,19,67.45
wildfire,6.67,23.8,218.8,flat,907.1,0.0,18,9.68
wildfire,114.17,22.0,30.4,flat,1189.2,0.132,15,125.14
flood,73.25,13.5,126.3,coastal,1142.3,0.769,19,99.55
flood,75.65,24.8,323.7,flat,1342.2,0.63,10,126.4
wildfire,113.19,11.4,322.4,urban,380.4,0.443,10,152.85
flood,10.82,12.3,219.9,coastal,1224.3,0.151,20,12.94
flood,105.86,36.9,294.1,urban,1996.1,0.953,9,170.38
wildfire,16.33,28.3,74.6,mountainous,2096.5,0.36,18,17.3
wildfire,55.26,0.0,338.4,urban,1685.7,0.736,16,56.4
wildfire,43.87,40.4,162.2,flat,2143.0,0.922,29,66.52
wildfire,97.1,12.3,10.2,mountainous,598.0,0.804,8,149.07
wildfire,17.55,15.7,160.7,coastal,2390.0,0.087,8,17.55
flood,51.2,25.1,247.5,hilly,2840.7,0.831,15,71.26
flood,97.69,53.3,123.2,urban,1502.1,0.378,5,180.24
flood,9.36,55.8,292.6,coastal,24.8,0.524,22,24.59
flood,136.59,19.7,351.0,coastal,2428.7,0.89,13,225.9
flood,2.57,42.8,328.0,urban,664.6,0.785,13,5.33
wildfire,48.31,11.8,228.0,urban,1517.7,0.274,8,48.31
wildfire,15.88,34.5,284.1,coastal,2138.8,0.307,21,19.04
flood,129.3,50.6,277.7,coastal,738.0,0.063,29,308.2
flood,137.48,22.2,198.7,flat,896.3,0.879,19,243.72
flood,8.66,55.6,119.5,forested,1601.3,0.702,4,24.07
flood,65.47,31.1,34.8,flat,1595.1,0.505,3,144.34
flood,54.68,0.0,16.5,coastal,2444.2,0.508,26,54.68
